"Date","Words","SRPVS","Market"
2018-11-19,"('parking', 'park', 'street', 'pay')",11532,"en-GB"
2018-11-19,"('parking', 'park', 'airport', 'pay')",824,"en-GB"
2018-11-19,"('parking', 'street', 'airport', 'pay')",459,"en-GB"
2018-11-19,"('park', 'street', 'airport', 'pay')",453,"en-GB"
2018-11-19,"('parking', 'park', 'street', 'airport', 'pay')",452,"en-GB"
2018-11-19,"('world',)",2620155,"en-GB"
2018-11-19,"('war',)",170190,"en-GB"
2018-11-19,"('country',)",538948,"en-GB"
2018-11-19,"('british',)",581772,"en-GB"
2018-11-19,"('history',)",606309,"en-GB"
2018-11-19,"('world', 'war')",81306,"en-GB"
2018-11-19,"('world', 'country')",114252,"en-GB"
2018-11-19,"('world', 'british')",123543,"en-GB"
2018-11-19,"('world', 'history')",102609,"en-GB"
2018-11-19,"('war', 'country')",13369,"en-GB"
2018-11-19,"('war', 'british')",24282,"en-GB"
2018-11-19,"('war', 'history')",23405,"en-GB"
2018-11-19,"('country', 'british')",29353,"en-GB"
2018-11-19,"('country', 'history')",29018,"en-GB"
2018-11-19,"('british', 'history')",47228,"en-GB"
2018-11-19,"('world', 'war', 'country')",8679,"en-GB"
2018-11-19,"('world', 'war', 'british')",17718,"en-GB"
2018-11-19,"('world', 'war', 'history')",15814,"en-GB"
2018-11-19,"('world', 'country', 'british')",6415,"en-GB"
2018-11-19,"('world', 'country', 'history')",8053,"en-GB"
2018-11-19,"('world', 'british', 'history')",12365,"en-GB"
2018-11-19,"('war', 'country', 'british')",1648,"en-GB"
2018-11-19,"('war', 'country', 'history')",2085,"en-GB"
2018-11-19,"('war', 'british', 'history')",7530,"en-GB"
2018-11-19,"('country', 'british', 'history')",3684,"en-GB"
2018-11-19,"('world', 'war', 'country', 'british')",1300,"en-GB"
2018-11-19,"('world', 'war', 'country', 'history')",1485,"en-GB"
2018-11-19,"('world', 'war', 'british', 'history')",6584,"en-GB"
2018-11-19,"('world', 'country', 'british', 'history')",991,"en-GB"
2018-11-19,"('war', 'country', 'british', 'history')",501,"en-GB"
2018-11-19,"('world', 'war', 'country', 'british', 'history')",440,"en-GB"
2018-11-19,"('course',)",373474,"en-GB"
2018-11-19,"('training',)",264749,"en-GB"
2018-11-19,"('golf',)",85925,"en-GB"
2018-11-19,"('learning',)",386065,"en-GB"
2018-11-19,"('skill',)",258158,"en-GB"
2018-11-19,"('course', 'training')",60085,"en-GB"
2018-11-19,"('course', 'golf')",22766,"en-GB"
2018-11-19,"('course', 'learning')",65006,"en-GB"
2018-11-19,"('course', 'skill')",33648,"en-GB"
2018-11-19,"('training', 'golf')",920,"en-GB"
2018-11-19,"('training', 'learning')",32682,"en-GB"
2018-11-19,"('training', 'skill')",33726,"en-GB"
2018-11-19,"('golf', 'learning')",658,"en-GB"
2018-11-19,"('golf', 'skill')",1153,"en-GB"
2018-11-19,"('learning', 'skill')",44007,"en-GB"
2018-11-19,"('course', 'training', 'golf')",252,"en-GB"
2018-11-19,"('course', 'training', 'learning')",13225,"en-GB"
2018-11-19,"('course', 'training', 'skill')",12520,"en-GB"
2018-11-19,"('course', 'golf', 'learning')",428,"en-GB"
2018-11-19,"('course', 'golf', 'skill')",274,"en-GB"
2018-11-19,"('course', 'learning', 'skill')",9759,"en-GB"
2018-11-19,"('training', 'golf', 'learning')",50,"en-GB"
2018-11-19,"('training', 'golf', 'skill')",54,"en-GB"
2018-11-19,"('training', 'learning', 'skill')",7633,"en-GB"
2018-11-19,"('golf', 'learning', 'skill')",25,"en-GB"
2018-11-19,"('course', 'training', 'golf', 'learning')",32,"en-GB"
2018-11-19,"('course', 'training', 'golf', 'skill')",22,"en-GB"
2018-11-19,"('course', 'training', 'learning', 'skill')",3868,"en-GB"
2018-11-19,"('course', 'golf', 'learning', 'skill')",11,"en-GB"
2018-11-19,"('training', 'golf', 'learning', 'skill')",7,"en-GB"
2018-11-19,"('course', 'training', 'golf', 'learning', 'skill')",4,"en-GB"
2018-11-19,"('gift',)",416437,"en-GB"
2018-11-19,"('perfect',)",656839,"en-GB"
2018-11-19,"('idea',)",372101,"en-GB"
2018-11-19,"('birthday',)",113101,"en-GB"
2018-11-19,"('personalised',)",93487,"en-GB"
2018-11-19,"('gift', 'perfect')",164594,"en-GB"
2018-11-19,"('gift', 'idea')",46227,"en-GB"
2018-11-19,"('gift', 'birthday')",21974,"en-GB"
2018-11-19,"('gift', 'personalised')",38047,"en-GB"
2018-11-19,"('perfect', 'idea')",34947,"en-GB"
2018-11-19,"('perfect', 'birthday')",14917,"en-GB"
2018-11-19,"('perfect', 'personalised')",14795,"en-GB"
2018-11-19,"('idea', 'birthday')",11257,"en-GB"
2018-11-19,"('idea', 'personalised')",14027,"en-GB"
2018-11-19,"('birthday', 'personalised')",7050,"en-GB"
2018-11-19,"('gift', 'perfect', 'idea')",17255,"en-GB"
2018-11-19,"('gift', 'perfect', 'birthday')",7879,"en-GB"
2018-11-19,"('gift', 'perfect', 'personalised')",9599,"en-GB"
2018-11-19,"('gift', 'idea', 'birthday')",7658,"en-GB"
2018-11-19,"('gift', 'idea', 'personalised')",12883,"en-GB"
2018-11-19,"('gift', 'birthday', 'personalised')",4866,"en-GB"
2018-11-19,"('perfect', 'idea', 'birthday')",4115,"en-GB"
2018-11-19,"('perfect', 'idea', 'personalised')",3664,"en-GB"
2018-11-19,"('perfect', 'birthday', 'personalised')",2988,"en-GB"
2018-11-19,"('idea', 'birthday', 'personalised')",2337,"en-GB"
2018-11-19,"('gift', 'perfect', 'idea', 'birthday')",3514,"en-GB"
2018-11-19,"('gift', 'perfect', 'idea', 'personalised')",3364,"en-GB"
2018-11-19,"('gift', 'perfect', 'birthday', 'personalised')",2271,"en-GB"
2018-11-19,"('gift', 'idea', 'birthday', 'personalised')",2173,"en-GB"
2018-11-19,"('perfect', 'idea', 'birthday', 'personalised')",1216,"en-GB"
2018-11-19,"('gift', 'perfect', 'idea', 'birthday', 'personalised')",1143,"en-GB"
2018-11-19,"('water',)",303348,"en-GB"
2018-11-19,"('energy',)",198116,"en-GB"
2018-11-19,"('gas',)",137052,"en-GB"
2018-11-19,"('oil',)",115667,"en-GB"
2018-11-19,"('boiler',)",34019,"en-GB"
2018-11-19,"('water', 'energy')",14804,"en-GB"
2018-11-19,"('water', 'gas')",14767,"en-GB"
2018-11-19,"('water', 'oil')",14149,"en-GB"
2018-11-19,"('water', 'boiler')",7730,"en-GB"
2018-11-19,"('energy', 'gas')",42918,"en-GB"
2018-11-19,"('energy', 'oil')",8854,"en-GB"
2018-11-19,"('energy', 'boiler')",11253,"en-GB"
2018-11-19,"('gas', 'oil')",20744,"en-GB"
2018-11-19,"('gas', 'boiler')",17046,"en-GB"
2018-11-19,"('oil', 'boiler')",3189,"en-GB"
2018-11-19,"('water', 'energy', 'gas')",2854,"en-GB"
2018-11-19,"('water', 'energy', 'oil')",883,"en-GB"
2018-11-19,"('water', 'energy', 'boiler')",1178,"en-GB"
2018-11-19,"('water', 'gas', 'oil')",2764,"en-GB"
2018-11-19,"('water', 'gas', 'boiler')",3288,"en-GB"
2018-11-19,"('water', 'oil', 'boiler')",1227,"en-GB"
2018-11-19,"('energy', 'gas', 'oil')",5736,"en-GB"
2018-11-19,"('energy', 'gas', 'boiler')",9006,"en-GB"
2018-11-19,"('energy', 'oil', 'boiler')",486,"en-GB"
2018-11-19,"('gas', 'oil', 'boiler')",2043,"en-GB"
2018-11-19,"('water', 'energy', 'gas', 'oil')",590,"en-GB"
2018-11-19,"('water', 'energy', 'gas', 'boiler')",512,"en-GB"
2018-11-19,"('water', 'energy', 'oil', 'boiler')",183,"en-GB"
2018-11-19,"('water', 'gas', 'oil', 'boiler')",1026,"en-GB"
2018-11-19,"('energy', 'gas', 'oil', 'boiler')",360,"en-GB"
2018-11-19,"('water', 'energy', 'gas', 'oil', 'boiler')",157,"en-GB"
2018-11-19,"('council',)",235194,"en-GB"
2018-11-19,"('planning',)",161769,"en-GB"
2018-11-19,"('housing',)",95339,"en-GB"
2018-11-19,"('local',)",1153719,"en-GB"
2018-11-19,"('county',)",190483,"en-GB"
2018-11-19,"('council', 'planning')",21111,"en-GB"
2018-11-19,"('council', 'housing')",24970,"en-GB"
2018-11-19,"('council', 'local')",71643,"en-GB"
2018-11-19,"('council', 'county')",34210,"en-GB"
2018-11-19,"('planning', 'housing')",5235,"en-GB"
2018-11-19,"('planning', 'local')",21373,"en-GB"
2018-11-19,"('planning', 'county')",5596,"en-GB"
2018-11-19,"('housing', 'local')",24684,"en-GB"
2018-11-19,"('housing', 'county')",3144,"en-GB"
2018-11-19,"('local', 'county')",40158,"en-GB"
2018-11-19,"('council', 'planning', 'housing')",2856,"en-GB"
2018-11-19,"('council', 'planning', 'local')",8229,"en-GB"
2018-11-19,"('council', 'planning', 'county')",3639,"en-GB"
2018-11-19,"('council', 'housing', 'local')",10209,"en-GB"
2018-11-19,"('council', 'housing', 'county')",1664,"en-GB"
2018-11-19,"('council', 'local', 'county')",11976,"en-GB"
2018-11-19,"('planning', 'housing', 'local')",2605,"en-GB"
2018-11-19,"('planning', 'housing', 'county')",510,"en-GB"
2018-11-19,"('planning', 'local', 'county')",1988,"en-GB"
2018-11-19,"('housing', 'local', 'county')",1218,"en-GB"
2018-11-19,"('council', 'planning', 'housing', 'local')",1445,"en-GB"
2018-11-19,"('council', 'planning', 'housing', 'county')",463,"en-GB"
2018-11-19,"('council', 'planning', 'local', 'county')",1660,"en-GB"
2018-11-19,"('council', 'housing', 'local', 'county')",875,"en-GB"
2018-11-19,"('planning', 'housing', 'local', 'county')",287,"en-GB"
2018-11-19,"('council', 'planning', 'housing', 'local', 'county')",269,"en-GB"
2018-11-19,"('light',)",268037,"en-GB"
2018-11-19,"('led',)",139395,"en-GB"
2018-11-19,"('lighting',)",61965,"en-GB"
2018-11-19,"('bulb',)",24442,"en-GB"
2018-11-19,"('lamp',)",28647,"en-GB"
2018-11-19,"('light', 'led')",30806,"en-GB"
2018-11-19,"('light', 'lighting')",25179,"en-GB"
2018-11-19,"('light', 'bulb')",14197,"en-GB"
2018-11-19,"('light', 'lamp')",15182,"en-GB"
2018-11-19,"('led', 'lighting')",15611,"en-GB"
2018-11-19,"('led', 'bulb')",8489,"en-GB"
2018-11-19,"('led', 'lamp')",8516,"en-GB"
2018-11-19,"('lighting', 'bulb')",6471,"en-GB"
2018-11-19,"('lighting', 'lamp')",9876,"en-GB"
2018-11-19,"('bulb', 'lamp')",5807,"en-GB"
2018-11-19,"('light', 'led', 'lighting')",11971,"en-GB"
2018-11-19,"('light', 'led', 'bulb')",7543,"en-GB"
2018-11-19,"('light', 'led', 'lamp')",7059,"en-GB"
2018-11-19,"('light', 'lighting', 'bulb')",5691,"en-GB"
2018-11-19,"('light', 'lighting', 'lamp')",7673,"en-GB"
2018-11-19,"('light', 'bulb', 'lamp')",4961,"en-GB"
2018-11-19,"('led', 'lighting', 'bulb')",4341,"en-GB"
2018-11-19,"('led', 'lighting', 'lamp')",4609,"en-GB"
2018-11-19,"('led', 'bulb', 'lamp')",3428,"en-GB"
2018-11-19,"('lighting', 'bulb', 'lamp')",3026,"en-GB"
2018-11-19,"('light', 'led', 'lighting', 'bulb')",3865,"en-GB"
2018-11-19,"('light', 'led', 'lighting', 'lamp')",3937,"en-GB"
2018-11-19,"('light', 'led', 'bulb', 'lamp')",3086,"en-GB"
2018-11-19,"('light', 'lighting', 'bulb', 'lamp')",2677,"en-GB"
2018-11-19,"('led', 'lighting', 'bulb', 'lamp')",2025,"en-GB"
2018-11-19,"('light', 'led', 'lighting', 'bulb', 'lamp')",1781,"en-GB"
2018-11-19,"('dress',)",163860,"en-GB"
2018-11-19,"('party',)",234734,"en-GB"
2018-11-19,"('girl',)",328409,"en-GB"
2018-11-19,"('wedding',)",102193,"en-GB"
2018-11-19,"('costume',)",27298,"en-GB"
2018-11-19,"('dress', 'party')",17940,"en-GB"
2018-11-19,"('dress', 'girl')",19195,"en-GB"
2018-11-19,"('dress', 'wedding')",10591,"en-GB"
2018-11-19,"('dress', 'costume')",9581,"en-GB"
2018-11-19,"('party', 'girl')",10121,"en-GB"
2018-11-19,"('party', 'wedding')",17468,"en-GB"
2018-11-19,"('party', 'costume')",4585,"en-GB"
2018-11-19,"('girl', 'wedding')",3188,"en-GB"
2018-11-19,"('girl', 'costume')",3779,"en-GB"
2018-11-19,"('wedding', 'costume')",941,"en-GB"
2018-11-19,"('dress', 'party', 'girl')",2243,"en-GB"
2018-11-19,"('dress', 'party', 'wedding')",2507,"en-GB"
2018-11-19,"('dress', 'party', 'costume')",3041,"en-GB"
2018-11-19,"('dress', 'girl', 'wedding')",1402,"en-GB"
2018-11-19,"('dress', 'girl', 'costume')",2283,"en-GB"
2018-11-19,"('dress', 'wedding', 'costume')",670,"en-GB"
2018-11-19,"('party', 'girl', 'wedding')",658,"en-GB"
2018-11-19,"('party', 'girl', 'costume')",893,"en-GB"
2018-11-19,"('party', 'wedding', 'costume')",247,"en-GB"
2018-11-19,"('girl', 'wedding', 'costume')",521,"en-GB"
2018-11-19,"('dress', 'party', 'girl', 'wedding')",291,"en-GB"
2018-11-19,"('dress', 'party', 'girl', 'costume')",660,"en-GB"
2018-11-19,"('dress', 'party', 'wedding', 'costume')",125,"en-GB"
2018-11-19,"('dress', 'girl', 'wedding', 'costume')",498,"en-GB"
2018-11-19,"('party', 'girl', 'wedding', 'costume')",55,"en-GB"
2018-11-19,"('dress', 'party', 'girl', 'wedding', 'costume')",38,"en-GB"
2018-11-19,"('iphone',)",214870,"en-GB"
2018-11-19,"('apple',)",140653,"en-GB"
2018-11-19,"('phone',)",817039,"en-GB"
2018-11-19,"('mobile',)",732819,"en-GB"
2018-11-19,"('samsung',)",55968,"en-GB"
2018-11-19,"('iphone', 'apple')",46714,"en-GB"
2018-11-19,"('iphone', 'phone')",61580,"en-GB"
2018-11-19,"('iphone', 'mobile')",79706,"en-GB"
2018-11-19,"('iphone', 'samsung')",9696,"en-GB"
2018-11-19,"('apple', 'phone')",19875,"en-GB"
2018-11-19,"('apple', 'mobile')",18740,"en-GB"
2018-11-19,"('apple', 'samsung')",6171,"en-GB"
2018-11-19,"('phone', 'mobile')",182377,"en-GB"
2018-11-19,"('phone', 'samsung')",21223,"en-GB"
2018-11-19,"('mobile', 'samsung')",14613,"en-GB"
2018-11-19,"('iphone', 'apple', 'phone')",13841,"en-GB"
2018-11-19,"('iphone', 'apple', 'mobile')",12188,"en-GB"
2018-11-19,"('iphone', 'apple', 'samsung')",2954,"en-GB"
2018-11-19,"('iphone', 'phone', 'mobile')",17975,"en-GB"
2018-11-19,"('iphone', 'phone', 'samsung')",7572,"en-GB"
2018-11-19,"('iphone', 'mobile', 'samsung')",5512,"en-GB"
2018-11-19,"('apple', 'phone', 'mobile')",9346,"en-GB"
2018-11-19,"('apple', 'phone', 'samsung')",3762,"en-GB"
2018-11-19,"('apple', 'mobile', 'samsung')",3071,"en-GB"
2018-11-19,"('phone', 'mobile', 'samsung')",11855,"en-GB"
2018-11-19,"('iphone', 'apple', 'phone', 'mobile')",6259,"en-GB"
2018-11-19,"('iphone', 'apple', 'phone', 'samsung')",2262,"en-GB"
2018-11-19,"('iphone', 'apple', 'mobile', 'samsung')",1739,"en-GB"
2018-11-19,"('iphone', 'phone', 'mobile', 'samsung')",5278,"en-GB"
2018-11-19,"('apple', 'phone', 'mobile', 'samsung')",2894,"en-GB"
2018-11-19,"('iphone', 'apple', 'phone', 'mobile', 'samsung')",1653,"en-GB"
2018-11-19,"('test',)",290819,"en-GB"
2018-11-19,"('driving',)",213741,"en-GB"
2018-11-19,"('vehicle',)",226987,"en-GB"
2018-11-19,"('theory',)",74263,"en-GB"
2018-11-19,"('driver',)",164847,"en-GB"
2018-11-19,"('test', 'driving')",12714,"en-GB"
2018-11-19,"('test', 'vehicle')",17723,"en-GB"
2018-11-19,"('test', 'theory')",8361,"en-GB"
2018-11-19,"('test', 'driver')",11561,"en-GB"
2018-11-19,"('driving', 'vehicle')",20507,"en-GB"
2018-11-19,"('driving', 'theory')",4547,"en-GB"
2018-11-19,"('driving', 'driver')",18051,"en-GB"
2018-11-19,"('vehicle', 'theory')",1806,"en-GB"
2018-11-19,"('vehicle', 'driver')",33751,"en-GB"
2018-11-19,"('theory', 'driver')",3575,"en-GB"
2018-11-19,"('test', 'driving', 'vehicle')",4201,"en-GB"
2018-11-19,"('test', 'driving', 'theory')",4243,"en-GB"
2018-11-19,"('test', 'driving', 'driver')",4550,"en-GB"
2018-11-19,"('test', 'vehicle', 'theory')",1606,"en-GB"
2018-11-19,"('test', 'vehicle', 'driver')",4993,"en-GB"
2018-11-19,"('test', 'theory', 'driver')",3419,"en-GB"
2018-11-19,"('driving', 'vehicle', 'theory')",1365,"en-GB"
2018-11-19,"('driving', 'vehicle', 'driver')",7615,"en-GB"
2018-11-19,"('driving', 'theory', 'driver')",2321,"en-GB"
2018-11-19,"('vehicle', 'theory', 'driver')",1290,"en-GB"
2018-11-19,"('test', 'driving', 'vehicle', 'theory')",1351,"en-GB"
2018-11-19,"('test', 'driving', 'vehicle', 'driver')",2172,"en-GB"
2018-11-19,"('test', 'driving', 'theory', 'driver')",2289,"en-GB"
2018-11-19,"('test', 'vehicle', 'theory', 'driver')",1274,"en-GB"
2018-11-19,"('driving', 'vehicle', 'theory', 'driver')",1102,"en-GB"
2018-11-19,"('test', 'driving', 'vehicle', 'theory', 'driver')",1091,"en-GB"
2018-11-19,"('image',)",604371,"en-GB"
2018-11-19,"('photo',)",1136622,"en-GB"
2018-11-19,"('stock',)",365527,"en-GB"
2018-11-19,"('vector',)",53987,"en-GB"
2018-11-19,"('million',)",654973,"en-GB"
2018-11-19,"('image', 'photo')",124864,"en-GB"
2018-11-19,"('image', 'stock')",67620,"en-GB"
2018-11-19,"('image', 'vector')",38322,"en-GB"
2018-11-19,"('image', 'million')",65288,"en-GB"
2018-11-19,"('photo', 'stock')",77399,"en-GB"
2018-11-19,"('photo', 'vector')",33227,"en-GB"
2018-11-19,"('photo', 'million')",83737,"en-GB"
2018-11-19,"('stock', 'vector')",31632,"en-GB"
2018-11-19,"('stock', 'million')",57263,"en-GB"
2018-11-19,"('vector', 'million')",30110,"en-GB"
2018-11-19,"('image', 'photo', 'stock')",61440,"en-GB"
2018-11-19,"('image', 'photo', 'vector')",31745,"en-GB"
2018-11-19,"('image', 'photo', 'million')",53278,"en-GB"
2018-11-19,"('image', 'stock', 'vector')",31037,"en-GB"
2018-11-19,"('image', 'stock', 'million')",51218,"en-GB"
2018-11-19,"('image', 'vector', 'million')",29351,"en-GB"
2018-11-19,"('photo', 'stock', 'vector')",30553,"en-GB"
2018-11-19,"('photo', 'stock', 'million')",50991,"en-GB"
2018-11-19,"('photo', 'vector', 'million')",29241,"en-GB"
2018-11-19,"('stock', 'vector', 'million')",28969,"en-GB"
2018-11-19,"('image', 'photo', 'stock', 'vector')",30311,"en-GB"
2018-11-19,"('image', 'photo', 'stock', 'million')",50757,"en-GB"
2018-11-19,"('image', 'photo', 'vector', 'million')",29017,"en-GB"
2018-11-19,"('image', 'stock', 'vector', 'million')",28918,"en-GB"
2018-11-19,"('photo', 'stock', 'vector', 'million')",28865,"en-GB"
2018-11-19,"('image', 'photo', 'stock', 'vector', 'million')",28833,"en-GB"
2018-11-19,"('cell',)",137019,"en-GB"
2018-11-19,"('excel',)",148377,"en-GB"
2018-11-19,"('function',)",194130,"en-GB"
2018-11-19,"('formula',)",108289,"en-GB"
2018-11-19,"('column',)",44064,"en-GB"
2018-11-19,"('cell', 'excel')",12517,"en-GB"
2018-11-19,"('cell', 'function')",33798,"en-GB"
2018-11-19,"('cell', 'formula')",6947,"en-GB"
2018-11-19,"('cell', 'column')",7081,"en-GB"
2018-11-19,"('excel', 'function')",9973,"en-GB"
2018-11-19,"('excel', 'formula')",8931,"en-GB"
2018-11-19,"('excel', 'column')",9309,"en-GB"
2018-11-19,"('function', 'formula')",7390,"en-GB"
2018-11-19,"('function', 'column')",5727,"en-GB"
2018-11-19,"('formula', 'column')",3746,"en-GB"
2018-11-19,"('cell', 'excel', 'function')",5412,"en-GB"
2018-11-19,"('cell', 'excel', 'formula')",5685,"en-GB"
2018-11-19,"('cell', 'excel', 'column')",5483,"en-GB"
2018-11-19,"('cell', 'function', 'formula')",3610,"en-GB"
2018-11-19,"('cell', 'function', 'column')",2834,"en-GB"
2018-11-19,"('cell', 'formula', 'column')",2510,"en-GB"
2018-11-19,"('excel', 'function', 'formula')",4813,"en-GB"
2018-11-19,"('excel', 'function', 'column')",3599,"en-GB"
2018-11-19,"('excel', 'formula', 'column')",2900,"en-GB"
2018-11-19,"('function', 'formula', 'column')",1886,"en-GB"
2018-11-19,"('cell', 'excel', 'function', 'formula')",3281,"en-GB"
2018-11-19,"('cell', 'excel', 'function', 'column')",2560,"en-GB"
2018-11-19,"('cell', 'excel', 'formula', 'column')",2207,"en-GB"
2018-11-19,"('cell', 'function', 'formula', 'column')",1383,"en-GB"
2018-11-19,"('excel', 'function', 'formula', 'column')",1646,"en-GB"
2018-11-19,"('cell', 'excel', 'function', 'formula', 'column')",1261,"en-GB"
2018-11-19,"('year',)",1813626,"en-GB"
2018-11-19,"('day',)",1812988,"en-GB"
2018-11-19,"('week',)",683243,"en-GB"
2018-11-19,"('calendar',)",150897,"en-GB"
2018-11-19,"('date',)",608491,"en-GB"
2018-11-19,"('year', 'day')",253095,"en-GB"
2018-11-19,"('year', 'week')",112545,"en-GB"
2018-11-19,"('year', 'calendar')",38413,"en-GB"
2018-11-19,"('year', 'date')",123653,"en-GB"
2018-11-19,"('day', 'week')",294685,"en-GB"
2018-11-19,"('day', 'calendar')",32205,"en-GB"
2018-11-19,"('day', 'date')",117725,"en-GB"
2018-11-19,"('week', 'calendar')",21184,"en-GB"
2018-11-19,"('week', 'date')",38241,"en-GB"
2018-11-19,"('calendar', 'date')",29218,"en-GB"
2018-11-19,"('year', 'day', 'week')",39505,"en-GB"
2018-11-19,"('year', 'day', 'calendar')",18220,"en-GB"
2018-11-19,"('year', 'day', 'date')",40075,"en-GB"
2018-11-19,"('year', 'week', 'calendar')",12844,"en-GB"
2018-11-19,"('year', 'week', 'date')",16575,"en-GB"
2018-11-19,"('year', 'calendar', 'date')",15862,"en-GB"
2018-11-19,"('day', 'week', 'calendar')",12140,"en-GB"
2018-11-19,"('day', 'week', 'date')",19615,"en-GB"
2018-11-19,"('day', 'calendar', 'date')",14426,"en-GB"
2018-11-19,"('week', 'calendar', 'date')",11066,"en-GB"
2018-11-19,"('year', 'day', 'week', 'calendar')",9129,"en-GB"
2018-11-19,"('year', 'day', 'week', 'date')",11215,"en-GB"
2018-11-19,"('year', 'day', 'calendar', 'date')",10333,"en-GB"
2018-11-19,"('year', 'week', 'calendar', 'date')",8120,"en-GB"
2018-11-19,"('day', 'week', 'calendar', 'date')",7319,"en-GB"
2018-11-19,"('year', 'day', 'week', 'calendar', 'date')",6070,"en-GB"
2018-11-19,"('radio',)",218029,"en-GB"
2018-11-19,"('bbc',)",441519,"en-GB"
2018-11-19,"('station',)",249729,"en-GB"
2018-11-19,"('live',)",1112909,"en-GB"
2018-11-19,"('listen',)",162220,"en-GB"
2018-11-19,"('radio', 'bbc')",104029,"en-GB"
2018-11-19,"('radio', 'station')",42284,"en-GB"
2018-11-19,"('radio', 'live')",94438,"en-GB"
2018-11-19,"('radio', 'listen')",46746,"en-GB"
2018-11-19,"('bbc', 'station')",14349,"en-GB"
2018-11-19,"('bbc', 'live')",141734,"en-GB"
2018-11-19,"('bbc', 'listen')",21287,"en-GB"
2018-11-19,"('station', 'live')",64894,"en-GB"
2018-11-19,"('station', 'listen')",29108,"en-GB"
2018-11-19,"('live', 'listen')",41332,"en-GB"
2018-11-19,"('radio', 'bbc', 'station')",11734,"en-GB"
2018-11-19,"('radio', 'bbc', 'live')",66892,"en-GB"
2018-11-19,"('radio', 'bbc', 'listen')",16416,"en-GB"
2018-11-19,"('radio', 'station', 'live')",24247,"en-GB"
2018-11-19,"('radio', 'station', 'listen')",28495,"en-GB"
2018-11-19,"('radio', 'live', 'listen')",31863,"en-GB"
2018-11-19,"('bbc', 'station', 'live')",8519,"en-GB"
2018-11-19,"('bbc', 'station', 'listen')",8769,"en-GB"
2018-11-19,"('bbc', 'live', 'listen')",14725,"en-GB"
2018-11-19,"('station', 'live', 'listen')",22068,"en-GB"
2018-11-19,"('radio', 'bbc', 'station', 'live')",8012,"en-GB"
2018-11-19,"('radio', 'bbc', 'station', 'listen')",8756,"en-GB"
2018-11-19,"('radio', 'bbc', 'live', 'listen')",12866,"en-GB"
2018-11-19,"('radio', 'station', 'live', 'listen')",21944,"en-GB"
2018-11-19,"('bbc', 'station', 'live', 'listen')",7490,"en-GB"
2018-11-19,"('radio', 'bbc', 'station', 'live', 'listen')",7489,"en-GB"
2018-11-19,"('account',)",1477448,"en-GB"
2018-11-19,"('sign',)",809218,"en-GB"
2018-11-19,"('access',)",1123433,"en-GB"
2018-11-19,"('log',)",608657,"en-GB"
2018-11-19,"('saving',)",337535,"en-GB"
2018-11-19,"('account', 'sign')",385697,"en-GB"
2018-11-19,"('account', 'access')",401061,"en-GB"
2018-11-19,"('account', 'log')",289149,"en-GB"
2018-11-19,"('account', 'saving')",119049,"en-GB"
2018-11-19,"('sign', 'access')",154924,"en-GB"
2018-11-19,"('sign', 'log')",81798,"en-GB"
2018-11-19,"('sign', 'saving')",17140,"en-GB"
2018-11-19,"('access', 'log')",128646,"en-GB"
2018-11-19,"('access', 'saving')",53016,"en-GB"
2018-11-19,"('log', 'saving')",49816,"en-GB"
2018-11-19,"('account', 'sign', 'access')",107071,"en-GB"
2018-11-19,"('account', 'sign', 'log')",64429,"en-GB"
2018-11-19,"('account', 'sign', 'saving')",12299,"en-GB"
2018-11-19,"('account', 'access', 'log')",94083,"en-GB"
2018-11-19,"('account', 'access', 'saving')",42988,"en-GB"
2018-11-19,"('account', 'log', 'saving')",48171,"en-GB"
2018-11-19,"('sign', 'access', 'log')",14325,"en-GB"
2018-11-19,"('sign', 'access', 'saving')",6566,"en-GB"
2018-11-19,"('sign', 'log', 'saving')",5430,"en-GB"
2018-11-19,"('access', 'log', 'saving')",24104,"en-GB"
2018-11-19,"('account', 'sign', 'access', 'log')",12027,"en-GB"
2018-11-19,"('account', 'sign', 'access', 'saving')",6250,"en-GB"
2018-11-19,"('account', 'sign', 'log', 'saving')",5347,"en-GB"
2018-11-19,"('account', 'access', 'log', 'saving')",23880,"en-GB"
2018-11-19,"('sign', 'access', 'log', 'saving')",1573,"en-GB"
2018-11-19,"('account', 'sign', 'access', 'log', 'saving')",1552,"en-GB"
2018-11-20,"('child',)",643212,"en-GB"
2018-11-20,"('kid',)",445666,"en-GB"
2018-11-20,"('young',)",264478,"en-GB"
2018-11-20,"('family',)",990703,"en-GB"
2018-11-20,"('parent',)",234118,"en-GB"
2018-11-20,"('child', 'kid')",100188,"en-GB"
2018-11-20,"('child', 'young')",85626,"en-GB"
2018-11-20,"('child', 'family')",76452,"en-GB"
2018-11-20,"('child', 'parent')",99585,"en-GB"
2018-11-20,"('kid', 'young')",11983,"en-GB"
2018-11-20,"('kid', 'family')",49749,"en-GB"
2018-11-20,"('kid', 'parent')",15626,"en-GB"
2018-11-20,"('young', 'family')",24601,"en-GB"
2018-11-20,"('young', 'parent')",34592,"en-GB"
2018-11-20,"('family', 'parent')",29282,"en-GB"
2018-11-20,"('child', 'kid', 'young')",6778,"en-GB"
2018-11-20,"('child', 'kid', 'family')",10031,"en-GB"
2018-11-20,"('child', 'kid', 'parent')",7156,"en-GB"
2018-11-20,"('child', 'young', 'family')",11261,"en-GB"
2018-11-20,"('child', 'young', 'parent')",29597,"en-GB"
