"Date","Words","SRPVS","Market"
2018-11-15,"('woman',)",576429,"en-GB"
2018-11-15,"('men',)",374605,"en-GB"
2018-11-15,"('shoe',)",149266,"en-GB"
2018-11-15,"('dress',)",154259,"en-GB"
2018-11-15,"('clothing',)",288649,"en-GB"
2018-11-15,"('woman', 'men')",215416,"en-GB"
2018-11-15,"('woman', 'shoe')",70444,"en-GB"
2018-11-15,"('woman', 'dress')",76883,"en-GB"
2018-11-15,"('woman', 'clothing')",119225,"en-GB"
2018-11-15,"('men', 'shoe')",47517,"en-GB"
2018-11-15,"('men', 'dress')",19463,"en-GB"
2018-11-15,"('men', 'clothing')",78169,"en-GB"
2018-11-15,"('shoe', 'dress')",27998,"en-GB"
2018-11-15,"('shoe', 'clothing')",47236,"en-GB"
2018-11-15,"('dress', 'clothing')",47904,"en-GB"
2018-11-15,"('woman', 'men', 'shoe')",33578,"en-GB"
2018-11-15,"('woman', 'men', 'dress')",15327,"en-GB"
2018-11-15,"('woman', 'men', 'clothing')",53116,"en-GB"
2018-11-15,"('woman', 'shoe', 'dress')",20135,"en-GB"
2018-11-15,"('woman', 'shoe', 'clothing')",29540,"en-GB"
2018-11-15,"('woman', 'dress', 'clothing')",38173,"en-GB"
2018-11-15,"('men', 'shoe', 'dress')",4908,"en-GB"
2018-11-15,"('men', 'shoe', 'clothing')",19431,"en-GB"
2018-11-15,"('men', 'dress', 'clothing')",11000,"en-GB"
2018-11-15,"('shoe', 'dress', 'clothing')",13768,"en-GB"
2018-11-15,"('woman', 'men', 'shoe', 'dress')",3973,"en-GB"
2018-11-15,"('woman', 'men', 'shoe', 'clothing')",14598,"en-GB"
2018-11-15,"('woman', 'men', 'dress', 'clothing')",9924,"en-GB"
2018-11-15,"('woman', 'shoe', 'dress', 'clothing')",11607,"en-GB"
2018-11-15,"('men', 'shoe', 'dress', 'clothing')",2256,"en-GB"
2018-11-15,"('woman', 'men', 'shoe', 'dress', 'clothing')",1945,"en-GB"
2018-11-15,"('porn',)",347810,"en-GB"
2018-11-15,"('video',)",2109441,"en-GB"
2018-11-15,"('sex',)",341456,"en-GB"
2018-11-15,"('xxx',)",223780,"en-GB"
2018-11-15,"('tube',)",275967,"en-GB"
2018-11-15,"('porn', 'video')",323592,"en-GB"
2018-11-15,"('porn', 'sex')",273442,"en-GB"
2018-11-15,"('porn', 'xxx')",217091,"en-GB"
2018-11-15,"('porn', 'tube')",214218,"en-GB"
2018-11-15,"('video', 'sex')",277694,"en-GB"
2018-11-15,"('video', 'xxx')",214275,"en-GB"
2018-11-15,"('video', 'tube')",219302,"en-GB"
2018-11-15,"('sex', 'xxx')",197952,"en-GB"
2018-11-15,"('sex', 'tube')",190713,"en-GB"
2018-11-15,"('xxx', 'tube')",161998,"en-GB"
2018-11-15,"('porn', 'video', 'sex')",262717,"en-GB"
2018-11-15,"('porn', 'video', 'xxx')",211680,"en-GB"
2018-11-15,"('porn', 'video', 'tube')",212293,"en-GB"
2018-11-15,"('porn', 'sex', 'xxx')",195943,"en-GB"
2018-11-15,"('porn', 'sex', 'tube')",188951,"en-GB"
2018-11-15,"('porn', 'xxx', 'tube')",161607,"en-GB"
2018-11-15,"('video', 'sex', 'xxx')",193097,"en-GB"
2018-11-15,"('video', 'sex', 'tube')",189071,"en-GB"
2018-11-15,"('video', 'xxx', 'tube')",161423,"en-GB"
2018-11-15,"('sex', 'xxx', 'tube')",153188,"en-GB"
2018-11-15,"('porn', 'video', 'sex', 'xxx')",191588,"en-GB"
2018-11-15,"('porn', 'video', 'sex', 'tube')",187923,"en-GB"
2018-11-15,"('porn', 'video', 'xxx', 'tube')",161133,"en-GB"
2018-11-15,"('porn', 'sex', 'xxx', 'tube')",152967,"en-GB"
2018-11-15,"('video', 'sex', 'xxx', 'tube')",152859,"en-GB"
2018-11-15,"('porn', 'video', 'sex', 'xxx', 'tube')",152683,"en-GB"
2018-11-15,"('ebay',)",1025672,"en-GB"
2018-11-15,"('shop',)",1814742,"en-GB"
2018-11-15,"('great',)",2256366,"en-GB"
2018-11-15,"('deal',)",1661026,"en-GB"
2018-11-15,"('confidence',)",917511,"en-GB"
2018-11-15,"('ebay', 'shop')",901087,"en-GB"
2018-11-15,"('ebay', 'great')",926597,"en-GB"
2018-11-15,"('ebay', 'deal')",903626,"en-GB"
2018-11-15,"('ebay', 'confidence')",861276,"en-GB"
2018-11-15,"('shop', 'great')",1047001,"en-GB"
2018-11-15,"('shop', 'deal')",954082,"en-GB"
2018-11-15,"('shop', 'confidence')",863904,"en-GB"
2018-11-15,"('great', 'deal')",1195286,"en-GB"
2018-11-15,"('great', 'confidence')",861541,"en-GB"
2018-11-15,"('deal', 'confidence')",872083,"en-GB"
2018-11-15,"('ebay', 'shop', 'great')",876122,"en-GB"
2018-11-15,"('ebay', 'shop', 'deal')",870405,"en-GB"
2018-11-15,"('ebay', 'shop', 'confidence')",860880,"en-GB"
2018-11-15,"('ebay', 'great', 'deal')",896747,"en-GB"
2018-11-15,"('ebay', 'great', 'confidence')",857261,"en-GB"
2018-11-15,"('ebay', 'deal', 'confidence')",860782,"en-GB"
2018-11-15,"('shop', 'great', 'deal')",896045,"en-GB"
2018-11-15,"('shop', 'great', 'confidence')",857803,"en-GB"
2018-11-15,"('shop', 'deal', 'confidence')",861030,"en-GB"
2018-11-15,"('great', 'deal', 'confidence')",857688,"en-GB"
2018-11-15,"('ebay', 'shop', 'great', 'deal')",865850,"en-GB"
2018-11-15,"('ebay', 'shop', 'great', 'confidence')",857164,"en-GB"
2018-11-15,"('ebay', 'shop', 'deal', 'confidence')",860678,"en-GB"
2018-11-15,"('ebay', 'great', 'deal', 'confidence')",857189,"en-GB"
2018-11-15,"('shop', 'great', 'deal', 'confidence')",857283,"en-GB"
2018-11-15,"('ebay', 'shop', 'great', 'deal', 'confidence')",857127,"en-GB"
2018-11-15,"('job',)",594771,"en-GB"
2018-11-15,"('apply',)",531167,"en-GB"
2018-11-15,"('hiring',)",189404,"en-GB"
2018-11-15,"('indeedcouk',)",168990,"en-GB"
2018-11-15,"('site',)",1674371,"en-GB"
2018-11-15,"('job', 'apply')",238541,"en-GB"
2018-11-15,"('job', 'hiring')",179092,"en-GB"
2018-11-15,"('job', 'indeedcouk')",168973,"en-GB"
2018-11-15,"('job', 'site')",233580,"en-GB"
2018-11-15,"('apply', 'hiring')",172063,"en-GB"
2018-11-15,"('apply', 'indeedcouk')",168971,"en-GB"
2018-11-15,"('apply', 'site')",206188,"en-GB"
2018-11-15,"('hiring', 'indeedcouk')",168968,"en-GB"
2018-11-15,"('hiring', 'site')",170650,"en-GB"
2018-11-15,"('indeedcouk', 'site')",168124,"en-GB"
2018-11-15,"('job', 'apply', 'hiring')",171828,"en-GB"
2018-11-15,"('job', 'apply', 'indeedcouk')",168971,"en-GB"
2018-11-15,"('job', 'apply', 'site')",184864,"en-GB"
2018-11-15,"('job', 'hiring', 'indeedcouk')",168968,"en-GB"
2018-11-15,"('job', 'hiring', 'site')",169884,"en-GB"
2018-11-15,"('job', 'indeedcouk', 'site')",168124,"en-GB"
2018-11-15,"('apply', 'hiring', 'indeedcouk')",168968,"en-GB"
2018-11-15,"('apply', 'hiring', 'site')",168913,"en-GB"
2018-11-15,"('apply', 'indeedcouk', 'site')",168124,"en-GB"
2018-11-15,"('hiring', 'indeedcouk', 'site')",168122,"en-GB"
2018-11-15,"('job', 'apply', 'hiring', 'indeedcouk')",168968,"en-GB"
2018-11-15,"('job', 'apply', 'hiring', 'site')",168897,"en-GB"
2018-11-15,"('job', 'apply', 'indeedcouk', 'site')",168124,"en-GB"
2018-11-15,"('job', 'hiring', 'indeedcouk', 'site')",168122,"en-GB"
2018-11-15,"('apply', 'hiring', 'indeedcouk', 'site')",168122,"en-GB"
2018-11-15,"('job', 'apply', 'hiring', 'indeedcouk', 'site')",168122,"en-GB"
2018-11-15,"('house',)",672129,"en-GB"
2018-11-15,"('price',)",1282474,"en-GB"
2018-11-15,"('average',)",181191,"en-GB"
2018-11-15,"('road',)",462915,"en-GB"
2018-11-15,"('sold',)",136568,"en-GB"
2018-11-15,"('house', 'price')",100375,"en-GB"
2018-11-15,"('house', 'average')",29408,"en-GB"
2018-11-15,"('house', 'road')",72353,"en-GB"
2018-11-15,"('house', 'sold')",40452,"en-GB"
2018-11-15,"('price', 'average')",52952,"en-GB"
2018-11-15,"('price', 'road')",52561,"en-GB"
2018-11-15,"('price', 'sold')",52185,"en-GB"
2018-11-15,"('average', 'road')",13309,"en-GB"
2018-11-15,"('average', 'sold')",15779,"en-GB"
2018-11-15,"('road', 'sold')",16037,"en-GB"
2018-11-15,"('house', 'price', 'average')",24768,"en-GB"
2018-11-15,"('house', 'price', 'road')",23520,"en-GB"
2018-11-15,"('house', 'price', 'sold')",35683,"en-GB"
2018-11-15,"('house', 'average', 'road')",9036,"en-GB"
2018-11-15,"('house', 'average', 'sold')",14460,"en-GB"
2018-11-15,"('house', 'road', 'sold')",13552,"en-GB"
2018-11-15,"('price', 'average', 'road')",8740,"en-GB"
2018-11-15,"('price', 'average', 'sold')",14787,"en-GB"
2018-11-15,"('price', 'road', 'sold')",13455,"en-GB"
2018-11-15,"('average', 'road', 'sold')",5094,"en-GB"
2018-11-15,"('house', 'price', 'average', 'road')",8187,"en-GB"
2018-11-15,"('house', 'price', 'average', 'sold')",14158,"en-GB"
2018-11-15,"('house', 'price', 'road', 'sold')",12950,"en-GB"
2018-11-15,"('house', 'average', 'road', 'sold')",5021,"en-GB"
2018-11-15,"('price', 'average', 'road', 'sold')",4966,"en-GB"
2018-11-15,"('house', 'price', 'average', 'road', 'sold')",4917,"en-GB"
2018-11-15,"('school',)",686004,"en-GB"
2018-11-15,"('primary',)",210252,"en-GB"
2018-11-15,"('academy',)",93738,"en-GB"
2018-11-15,"('pupil',)",105490,"en-GB"
2018-11-15,"('secondary',)",102803,"en-GB"
2018-11-15,"('school', 'primary')",101125,"en-GB"
2018-11-15,"('school', 'academy')",50429,"en-GB"
2018-11-15,"('school', 'pupil')",74988,"en-GB"
2018-11-15,"('school', 'secondary')",76504,"en-GB"
2018-11-15,"('primary', 'academy')",12922,"en-GB"
2018-11-15,"('primary', 'pupil')",21138,"en-GB"
2018-11-15,"('primary', 'secondary')",41611,"en-GB"
2018-11-15,"('academy', 'pupil')",9620,"en-GB"
2018-11-15,"('academy', 'secondary')",15066,"en-GB"
2018-11-15,"('pupil', 'secondary')",12163,"en-GB"
2018-11-15,"('school', 'primary', 'academy')",12182,"en-GB"
2018-11-15,"('school', 'primary', 'pupil')",18815,"en-GB"
2018-11-15,"('school', 'primary', 'secondary')",31819,"en-GB"
2018-11-15,"('school', 'academy', 'pupil')",8998,"en-GB"
2018-11-15,"('school', 'academy', 'secondary')",14686,"en-GB"
2018-11-15,"('school', 'pupil', 'secondary')",11450,"en-GB"
2018-11-15,"('primary', 'academy', 'pupil')",3029,"en-GB"
2018-11-15,"('primary', 'academy', 'secondary')",3666,"en-GB"
2018-11-15,"('primary', 'pupil', 'secondary')",4626,"en-GB"
2018-11-15,"('academy', 'pupil', 'secondary')",3076,"en-GB"
2018-11-15,"('school', 'primary', 'academy', 'pupil')",2992,"en-GB"
2018-11-15,"('school', 'primary', 'academy', 'secondary')",3589,"en-GB"
2018-11-15,"('school', 'primary', 'pupil', 'secondary')",4495,"en-GB"
2018-11-15,"('school', 'academy', 'pupil', 'secondary')",3043,"en-GB"
2018-11-15,"('primary', 'academy', 'pupil', 'secondary')",927,"en-GB"
2018-11-15,"('school', 'primary', 'academy', 'pupil', 'secondary')",925,"en-GB"
2018-11-15,"('property',)",439622,"en-GB"
2018-11-15,"('sale',)",680999,"en-GB"
2018-11-15,"('agent',)",212194,"en-GB"
2018-11-15,"('estate',)",191895,"en-GB"
2018-11-15,"('flat',)",168581,"en-GB"
2018-11-15,"('property', 'sale')",152471,"en-GB"
2018-11-15,"('property', 'agent')",116347,"en-GB"
2018-11-15,"('property', 'estate')",112741,"en-GB"
2018-11-15,"('property', 'flat')",96625,"en-GB"
2018-11-15,"('sale', 'agent')",101927,"en-GB"
2018-11-15,"('sale', 'estate')",99796,"en-GB"
2018-11-15,"('sale', 'flat')",82530,"en-GB"
2018-11-15,"('agent', 'estate')",106582,"en-GB"
2018-11-15,"('agent', 'flat')",65954,"en-GB"
2018-11-15,"('estate', 'flat')",55440,"en-GB"
2018-11-15,"('property', 'sale', 'agent')",94627,"en-GB"
2018-11-15,"('property', 'sale', 'estate')",89215,"en-GB"
2018-11-15,"('property', 'sale', 'flat')",77292,"en-GB"
2018-11-15,"('property', 'agent', 'estate')",95801,"en-GB"
2018-11-15,"('property', 'agent', 'flat')",64089,"en-GB"
2018-11-15,"('property', 'estate', 'flat')",53477,"en-GB"
2018-11-15,"('sale', 'agent', 'estate')",87011,"en-GB"
2018-11-15,"('sale', 'agent', 'flat')",58815,"en-GB"
2018-11-15,"('sale', 'estate', 'flat')",51419,"en-GB"
2018-11-15,"('agent', 'estate', 'flat')",52953,"en-GB"
2018-11-15,"('property', 'sale', 'agent', 'estate')",83340,"en-GB"
2018-11-15,"('property', 'sale', 'agent', 'flat')",57553,"en-GB"
2018-11-15,"('property', 'sale', 'estate', 'flat')",50157,"en-GB"
2018-11-15,"('property', 'agent', 'estate', 'flat')",51573,"en-GB"
2018-11-15,"('sale', 'agent', 'estate', 'flat')",49853,"en-GB"
2018-11-15,"('property', 'sale', 'agent', 'estate', 'flat')",48698,"en-GB"
2018-11-15,"('news',)",1725638,"en-GB"
2018-11-15,"('latest',)",2985670,"en-GB"
2018-11-15,"('breaking',)",473028,"en-GB"
2018-11-15,"('story',)",722238,"en-GB"
2018-11-15,"('headline',)",150671,"en-GB"
2018-11-15,"('news', 'latest')",1072891,"en-GB"
2018-11-15,"('news', 'breaking')",447067,"en-GB"
2018-11-15,"('news', 'story')",460356,"en-GB"
2018-11-15,"('news', 'headline')",135757,"en-GB"
2018-11-15,"('latest', 'breaking')",342086,"en-GB"
2018-11-15,"('latest', 'story')",304241,"en-GB"
2018-11-15,"('latest', 'headline')",121666,"en-GB"
2018-11-15,"('breaking', 'story')",209284,"en-GB"
2018-11-15,"('breaking', 'headline')",96784,"en-GB"
2018-11-15,"('story', 'headline')",66760,"en-GB"
2018-11-15,"('news', 'latest', 'breaking')",337544,"en-GB"
2018-11-15,"('news', 'latest', 'story')",280294,"en-GB"
2018-11-15,"('news', 'latest', 'headline')",119518,"en-GB"
2018-11-15,"('news', 'breaking', 'story')",208244,"en-GB"
2018-11-15,"('news', 'breaking', 'headline')",96675,"en-GB"
2018-11-15,"('news', 'story', 'headline')",65100,"en-GB"
2018-11-15,"('latest', 'breaking', 'story')",164009,"en-GB"
2018-11-15,"('latest', 'breaking', 'headline')",84301,"en-GB"
2018-11-15,"('latest', 'story', 'headline')",62451,"en-GB"
2018-11-15,"('breaking', 'story', 'headline')",50122,"en-GB"
2018-11-15,"('news', 'latest', 'breaking', 'story')",163751,"en-GB"
2018-11-15,"('news', 'latest', 'breaking', 'headline')",84233,"en-GB"
2018-11-15,"('news', 'latest', 'story', 'headline')",62308,"en-GB"
2018-11-15,"('news', 'breaking', 'story', 'headline')",50091,"en-GB"
2018-11-15,"('latest', 'breaking', 'story', 'headline')",47684,"en-GB"
2018-11-15,"('news', 'latest', 'breaking', 'story', 'headline')",47654,"en-GB"
2018-11-15,"('company',)",1047766,"en-GB"
2018-11-15,"('limited',)",351610,"en-GB"
2018-11-15,"('registered',)",327125,"en-GB"
2018-11-15,"('history',)",570351,"en-GB"
2018-11-15,"('address',)",735408,"en-GB"
2018-11-15,"('company', 'limited')",153679,"en-GB"
2018-11-15,"('company', 'registered')",160071,"en-GB"
2018-11-15,"('company', 'history')",123887,"en-GB"
2018-11-15,"('company', 'address')",143901,"en-GB"
2018-11-15,"('limited', 'registered')",103759,"en-GB"
2018-11-15,"('limited', 'history')",69279,"en-GB"
2018-11-15,"('limited', 'address')",80894,"en-GB"
2018-11-15,"('registered', 'history')",92913,"en-GB"
2018-11-15,"('registered', 'address')",123358,"en-GB"
2018-11-15,"('history', 'address')",104998,"en-GB"
2018-11-15,"('company', 'limited', 'registered')",89442,"en-GB"
2018-11-15,"('company', 'limited', 'history')",63522,"en-GB"
2018-11-15,"('company', 'limited', 'address')",71232,"en-GB"
2018-11-15,"('company', 'registered', 'history')",89065,"en-GB"
2018-11-15,"('company', 'registered', 'address')",100413,"en-GB"
2018-11-15,"('company', 'history', 'address')",92400,"en-GB"
2018-11-15,"('limited', 'registered', 'history')",55499,"en-GB"
2018-11-15,"('limited', 'registered', 'address')",64038,"en-GB"
2018-11-15,"('limited', 'history', 'address')",58057,"en-GB"
2018-11-15,"('registered', 'history', 'address')",87618,"en-GB"
2018-11-15,"('company', 'limited', 'registered', 'history')",55278,"en-GB"
2018-11-15,"('company', 'limited', 'registered', 'address')",61798,"en-GB"
2018-11-15,"('company', 'limited', 'history', 'address')",57823,"en-GB"
2018-11-15,"('company', 'registered', 'history', 'address')",87113,"en-GB"
2018-11-15,"('limited', 'registered', 'history', 'address')",54196,"en-GB"
2018-11-15,"('company', 'limited', 'registered', 'history', 'address')",54145,"en-GB"
2018-11-15,"('care',)",413300,"en-GB"
2018-11-15,"('home',)",1799116,"en-GB"
2018-11-15,"('nursing',)",44227,"en-GB"
2018-11-15,"('social',)",390109,"en-GB"
2018-11-15,"('residential',)",87136,"en-GB"
2018-11-15,"('care', 'home')",71047,"en-GB"
2018-11-15,"('care', 'nursing')",24758,"en-GB"
2018-11-15,"('care', 'social')",66497,"en-GB"
2018-11-15,"('care', 'residential')",17061,"en-GB"
2018-11-15,"('home', 'nursing')",17462,"en-GB"
2018-11-15,"('home', 'social')",38478,"en-GB"
2018-11-15,"('home', 'residential')",28111,"en-GB"
2018-11-15,"('nursing', 'social')",6123,"en-GB"
2018-11-15,"('nursing', 'residential')",8686,"en-GB"
2018-11-15,"('social', 'residential')",4039,"en-GB"
2018-11-15,"('care', 'home', 'nursing')",14567,"en-GB"
2018-11-15,"('care', 'home', 'social')",11637,"en-GB"
2018-11-15,"('care', 'home', 'residential')",13522,"en-GB"
2018-11-15,"('care', 'nursing', 'social')",4908,"en-GB"
2018-11-15,"('care', 'nursing', 'residential')",8496,"en-GB"
2018-11-15,"('care', 'social', 'residential')",2593,"en-GB"
2018-11-15,"('home', 'nursing', 'social')",2680,"en-GB"
2018-11-15,"('home', 'nursing', 'residential')",8399,"en-GB"
2018-11-15,"('home', 'social', 'residential')",2516,"en-GB"
2018-11-15,"('nursing', 'social', 'residential')",1251,"en-GB"
2018-11-15,"('care', 'home', 'nursing', 'social')",2256,"en-GB"
2018-11-15,"('care', 'home', 'nursing', 'residential')",8251,"en-GB"
2018-11-15,"('care', 'home', 'social', 'residential')",2160,"en-GB"
2018-11-15,"('care', 'nursing', 'social', 'residential')",1238,"en-GB"
2018-11-15,"('home', 'nursing', 'social', 'residential')",1223,"en-GB"
2018-11-15,"('care', 'home', 'nursing', 'social', 'residential')",1211,"en-GB"
2018-11-15,"('christmas',)",378990,"en-GB"
2018-11-15,"('tree',)",120560,"en-GB"
2018-11-15,"('festive',)",72008,"en-GB"
2018-11-15,"('decoration',)",43622,"en-GB"
2018-11-15,"('market',)",407732,"en-GB"
2018-11-15,"('christmas', 'tree')",27589,"en-GB"
2018-11-15,"('christmas', 'festive')",63489,"en-GB"
2018-11-15,"('christmas', 'decoration')",22289,"en-GB"
2018-11-15,"('christmas', 'market')",20236,"en-GB"
2018-11-15,"('tree', 'festive')",8657,"en-GB"
2018-11-15,"('tree', 'decoration')",10789,"en-GB"
2018-11-15,"('tree', 'market')",2594,"en-GB"
2018-11-15,"('festive', 'decoration')",9372,"en-GB"
2018-11-15,"('festive', 'market')",7544,"en-GB"
2018-11-15,"('decoration', 'market')",1310,"en-GB"
2018-11-15,"('christmas', 'tree', 'festive')",8465,"en-GB"
2018-11-15,"('christmas', 'tree', 'decoration')",10325,"en-GB"
2018-11-15,"('christmas', 'tree', 'market')",1038,"en-GB"
2018-11-15,"('christmas', 'festive', 'decoration')",9215,"en-GB"
2018-11-15,"('christmas', 'festive', 'market')",7382,"en-GB"
2018-11-15,"('christmas', 'decoration', 'market')",1005,"en-GB"
2018-11-15,"('tree', 'festive', 'decoration')",4545,"en-GB"
2018-11-15,"('tree', 'festive', 'market')",443,"en-GB"
2018-11-15,"('tree', 'decoration', 'market')",213,"en-GB"
2018-11-15,"('festive', 'decoration', 'market')",531,"en-GB"
2018-11-15,"('christmas', 'tree', 'festive', 'decoration')",4516,"en-GB"
2018-11-15,"('christmas', 'tree', 'festive', 'market')",441,"en-GB"
2018-11-15,"('christmas', 'tree', 'decoration', 'market')",211,"en-GB"
2018-11-15,"('christmas', 'festive', 'decoration', 'market')",529,"en-GB"
2018-11-15,"('tree', 'festive', 'decoration', 'market')",114,"en-GB"
2018-11-15,"('christmas', 'tree', 'festive', 'decoration', 'market')",113,"en-GB"
2018-11-15,"('game',)",921972,"en-GB"
2018-11-15,"('play',)",687842,"en-GB"
2018-11-15,"('online',)",3836116,"en-GB"
2018-11-15,"('fun',)",456672,"en-GB"
2018-11-15,"('xbox',)",56584,"en-GB"
2018-11-15,"('game', 'play')",337683,"en-GB"
2018-11-15,"('game', 'online')",352890,"en-GB"
2018-11-15,"('game', 'fun')",147419,"en-GB"
2018-11-15,"('game', 'xbox')",35786,"en-GB"
2018-11-15,"('play', 'online')",243527,"en-GB"
2018-11-15,"('play', 'fun')",115134,"en-GB"
2018-11-15,"('play', 'xbox')",15180,"en-GB"
2018-11-15,"('online', 'fun')",133929,"en-GB"
2018-11-15,"('online', 'xbox')",10057,"en-GB"
2018-11-15,"('fun', 'xbox')",3488,"en-GB"
2018-11-15,"('game', 'play', 'online')",197791,"en-GB"
2018-11-15,"('game', 'play', 'fun')",96391,"en-GB"
2018-11-15,"('game', 'play', 'xbox')",13253,"en-GB"
2018-11-15,"('game', 'online', 'fun')",86662,"en-GB"
2018-11-15,"('game', 'online', 'xbox')",5325,"en-GB"
2018-11-15,"('game', 'fun', 'xbox')",1574,"en-GB"
2018-11-15,"('play', 'online', 'fun')",68997,"en-GB"
2018-11-15,"('play', 'online', 'xbox')",2115,"en-GB"
2018-11-15,"('play', 'fun', 'xbox')",1249,"en-GB"
2018-11-15,"('online', 'fun', 'xbox')",818,"en-GB"
2018-11-15,"('game', 'play', 'online', 'fun')",66172,"en-GB"
2018-11-15,"('game', 'play', 'online', 'xbox')",1858,"en-GB"
2018-11-15,"('game', 'play', 'fun', 'xbox')",1102,"en-GB"
2018-11-15,"('game', 'online', 'fun', 'xbox')",370,"en-GB"
2018-11-15,"('play', 'online', 'fun', 'xbox')",278,"en-GB"
2018-11-15,"('game', 'play', 'online', 'fun', 'xbox')",273,"en-GB"
2018-11-15,"('product',)",1318431,"en-GB"
2018-11-15,"('water',)",276660,"en-GB"
2018-11-15,"('energy',)",189203,"en-GB"
2018-11-15,"('door',)",176501,"en-GB"
2018-11-15,"('design',)",437324,"en-GB"
2018-11-15,"('product', 'water')",27028,"en-GB"
2018-11-15,"('product', 'energy')",22230,"en-GB"
2018-11-15,"('product', 'door')",43887,"en-GB"
2018-11-15,"('product', 'design')",81850,"en-GB"
2018-11-15,"('water', 'energy')",12677,"en-GB"
2018-11-15,"('water', 'door')",3612,"en-GB"
2018-11-15,"('water', 'design')",8926,"en-GB"
2018-11-15,"('energy', 'door')",1977,"en-GB"
2018-11-15,"('energy', 'design')",6553,"en-GB"
2018-11-15,"('door', 'design')",12636,"en-GB"
2018-11-15,"('product', 'water', 'energy')",1999,"en-GB"
2018-11-15,"('product', 'water', 'door')",545,"en-GB"
2018-11-15,"('product', 'water', 'design')",2093,"en-GB"
2018-11-15,"('product', 'energy', 'door')",612,"en-GB"
2018-11-15,"('product', 'energy', 'design')",1382,"en-GB"
2018-11-15,"('product', 'door', 'design')",4642,"en-GB"
2018-11-15,"('water', 'energy', 'door')",128,"en-GB"
2018-11-15,"('water', 'energy', 'design')",616,"en-GB"
2018-11-15,"('water', 'door', 'design')",218,"en-GB"
2018-11-15,"('energy', 'door', 'design')",359,"en-GB"
2018-11-15,"('product', 'water', 'energy', 'door')",32,"en-GB"
2018-11-15,"('product', 'water', 'energy', 'design')",136,"en-GB"
2018-11-15,"('product', 'water', 'door', 'design')",48,"en-GB"
2018-11-15,"('product', 'energy', 'door', 'design')",103,"en-GB"
2018-11-15,"('water', 'energy', 'door', 'design')",15,"en-GB"
2018-11-15,"('product', 'water', 'energy', 'door', 'design')",4,"en-GB"
2018-11-15,"('number',)",1087353,"en-GB"
2018-11-15,"('phone',)",678108,"en-GB"
2018-11-15,"('mobile',)",677076,"en-GB"
2018-11-15,"('calling',)",60586,"en-GB"
2018-11-15,"('telephone',)",119359,"en-GB"
2018-11-15,"('number', 'phone')",241566,"en-GB"
2018-11-15,"('number', 'mobile')",70984,"en-GB"
2018-11-15,"('number', 'calling')",25562,"en-GB"
2018-11-15,"('number', 'telephone')",58132,"en-GB"
2018-11-15,"('phone', 'mobile')",172888,"en-GB"
2018-11-15,"('phone', 'calling')",23858,"en-GB"
2018-11-15,"('phone', 'telephone')",34843,"en-GB"
2018-11-15,"('mobile', 'calling')",10151,"en-GB"
2018-11-15,"('mobile', 'telephone')",9616,"en-GB"
2018-11-15,"('calling', 'telephone')",9010,"en-GB"
2018-11-15,"('number', 'phone', 'mobile')",31240,"en-GB"
2018-11-15,"('number', 'phone', 'calling')",20768,"en-GB"
2018-11-15,"('number', 'phone', 'telephone')",26659,"en-GB"
2018-11-15,"('number', 'mobile', 'calling')",6255,"en-GB"
2018-11-15,"('number', 'mobile', 'telephone')",5040,"en-GB"
2018-11-15,"('number', 'calling', 'telephone')",8175,"en-GB"
2018-11-15,"('phone', 'mobile', 'calling')",6445,"en-GB"
2018-11-15,"('phone', 'mobile', 'telephone')",5525,"en-GB"
2018-11-15,"('phone', 'calling', 'telephone')",7265,"en-GB"
2018-11-15,"('mobile', 'calling', 'telephone')",1806,"en-GB"
2018-11-15,"('number', 'phone', 'mobile', 'calling')",5665,"en-GB"
2018-11-15,"('number', 'phone', 'mobile', 'telephone')",3806,"en-GB"
2018-11-15,"('number', 'phone', 'calling', 'telephone')",6895,"en-GB"
2018-11-15,"('number', 'mobile', 'calling', 'telephone')",1694,"en-GB"
2018-11-15,"('phone', 'mobile', 'calling', 'telephone')",1543,"en-GB"
2018-11-15,"('number', 'phone', 'mobile', 'calling', 'telephone')",1478,"en-GB"
2018-11-15,"('definition',)",665612,"en-GB"
2018-11-15,"('synonym',)",240533,"en-GB"
2018-11-15,"('thesaurus',)",135860,"en-GB"
2018-11-15,"('english',)",509882,"en-GB"
2018-11-15,"('antonym',)",114351,"en-GB"
2018-11-15,"('definition', 'synonym')",216616,"en-GB"
2018-11-15,"('definition', 'thesaurus')",119419,"en-GB"
2018-11-15,"('definition', 'english')",132601,"en-GB"
2018-11-15,"('definition', 'antonym')",111944,"en-GB"
2018-11-15,"('synonym', 'thesaurus')",115897,"en-GB"
2018-11-15,"('synonym', 'english')",81677,"en-GB"
2018-11-15,"('synonym', 'antonym')",113717,"en-GB"
2018-11-15,"('thesaurus', 'english')",27645,"en-GB"
2018-11-15,"('thesaurus', 'antonym')",109397,"en-GB"
2018-11-15,"('english', 'antonym')",23362,"en-GB"
2018-11-15,"('definition', 'synonym', 'thesaurus')",112974,"en-GB"
2018-11-15,"('definition', 'synonym', 'english')",78551,"en-GB"
2018-11-15,"('definition', 'synonym', 'antonym')",111768,"en-GB"
2018-11-15,"('definition', 'thesaurus', 'english')",25666,"en-GB"
2018-11-15,"('definition', 'thesaurus', 'antonym')",108079,"en-GB"
2018-11-15,"('definition', 'english', 'antonym')",22541,"en-GB"
